ID,LETO,AVTOR,MESTO,DRŽAVA,TABLATURA,INSTRUMENT,STRUNE,RAZPRAVA
3561,,"Carulli, Ferdinando",,,,"lute, guitar",,NE
3562,,"Carulli, Ferdinando",,,,guitar,,NE
3563,,"Carulli, Ferdinando",,,,guitar,,NE
3564,,"Carulli, Ferdinando",,,,guitar,,NE
3565,,"Carulli, Ferdinando",,,,guitar,,NE
3566,,"Carulli, Ferdinando",,,,guitar,,NE
3567,,"Carulli, Ferdinando",,,,guitar,,NE
3568,,"Carulli, Ferdinando",,,,guitar,,NE
3569,,"Carulli, Ferdinando",,,,guitar,,NE
3570,,"Carulli, Ferdinando",,,,guitar,,NE
3571,,"Carulli, Ferdinando",,,,guitar,,NE
3572,,"Carulli, Ferdinando",,,,guitar,,NE
3573,,"Carulli, Ferdinando",,,,guitar,,NE
3574,,"Carulli, Ferdinando",,,,"lute, guitar",,NE
3575,,"Carulli, Ferdinando",,,,"lute, guitar",,NE
3576,,,,,,guitar,,NE
3577,,"Crisanti, Vincenzo",,,,guitar,,NE
3578,,"Curcio, Giuseppe",,,,guitar,,NE
3579,,"Federici, Vincenzo",,,,guitar,,NE
3580,,"Gragnani, Filippo",,,,"lute, guitar",,NE
3581,,"Gragnani, Filippo",,,,"lute, guitar",,NE
3582,,"Guglielmi, Pietro Carlo",,,,guitar,,NE
3583,,,,,,guitar,,NE
3584,,,,,,guitar,,NE
3585,,"Carulli, Ferdinando",,,,guitar,,NE
3586,,"Compagnoni Marefoschi, Alessandro",,,,guitar,,NE
3587,,"Mayr, Johann Simon",,,,guitar,,NE
3588,1800,"Mayr, Johann Simon",,,,guitar,,NE
3589,,"Molino, Valentino",,,,guitar,,NE
3590,,"Moretti, Federico",,,,guitar,,NE
3591,,"Nava, Antonio",,,,"lute, guitar",,NE
3592,,"Nava, Antonio",,,,guitar,,NE
3593,,"Nava, Antonio",,,,"lute, guitar",,NE
3594,1800,"Paisiello, Giovanni",,,,guitar,,NE
3595,,"Rolla, Alessandro",,,,guitar,,NE
3596,,"Rolla, Alessandro",,,,guitar,,NE
3597,,"Rutini, Ferdinando",,,,guitar,,NE
3598,,"Tonelli, Luigi",,,,guitar,,NE
3599,,"Curcio, Vincenzo",,,,guitar,,NE
3600,,,,,,guitar,,NE
3601,,,,,,guitar,,NE
3602,,,,,,guitar,,NE
3603,,,,,,guitar,,NE
3604,,,,,,guitar,,NE
3605,,"Barbi, Matteo",,,,guitar,,NE
3606,,"Rossini, Gioachino",,,,guitar,,NE
3607,,"Carulli, Ferdinando",,,,guitar,,NE
3608,,"Monzino, Giacomo",,,,"lute, guitar",,NE
3609,,"Nava, Antonio",,,,guitar,,NE
3610,,"Nava, Antonio",,,,guitar,,NE
3611,,,,,,guitar,,NE
3612,,"Barbi, Matteo",,,,guitar,,NE
3613,,,,,,guitar,,NE
3614,,,,,,guitar,,NE
3615,,,,,,guitar,,NE
3616,,,,,,guitar,,NE
3617,,,,,,guitar,,NE
3618,,,,,,guitar,,NE
3619,,,,,,"lute, guitar",,NE
3620,,,,,,"lute, guitar",,NE
3621,,"Nava, Antonio",,,,"lute, guitar",,NE
3622,,,,,,guitar,,NE
3623,,"Rolla, Alessandro",,,,guitar,,NE
3624,,,,,,"lute, guitar",,NE
3625,,"Carulli, Ferdinando",,,,guitar,,NE
3626,,"Carulli, Ferdinando",,,,guitar,,NE
3627,,"Carulli, Ferdinando",,,,guitar,,NE
3628,,"Carulli, Ferdinando",,,,"lute, guitar",,NE
3629,,"Carulli, Ferdinando",,,,guitar,,NE
3630,,"Carulli, Ferdinando",,,,guitar,,NE
3631,,"Gragnani, Filippo",,,,guitar,,NE
3632,,,,,,guitar,,NE
3633,,"Pleyel, Ignace Joseph",,,,guitar,,NE
3634,,"Guglielmi, Pietro Alessandro",,,,guitar,,NE
3635,,"Federici, Vincenzo",,,,guitar,,NE
3636,,"Carulli, Ferdinando",,,,guitar,,NE
3637,,"Carulli, Ferdinando",,,,guitar,,NE
3638,,"Barbi, Matteo",,,,guitar,,NE
3639,,,,,,guitar,,NE
3640,,"Carulli, Ferdinando",,,,guitar,,NE
3641,,"Rolla, Alessandro",,,,guitar,,NE
3642,,"Nava, Antonio",,,,guitar,,NE
3643,,"Carulli, Ferdinando",,,,"lute, guitar",,NE
3644,,,,,,guitar,,NE
3645,,,,,,guitar,,NE
3646,,"Farinelli, Giuseppe",,,,guitar,,NE
3647,,"Mayr, Johann Simon",,,,guitar,,NE
3648,,"Anglois, Giorgio",,,,guitar,,NE
3649,,,,,,guitar,,NE
3650,,,,,,guitar,,NE
3651,,,,,,guitar,,NE
3652,,,,,,guitar,,NE
3653,,"Bernardi, Giovanni",,,,guitar,,NE
3654,,"Bernardi, Giovanni",,,,guitar,,NE
3655,,"Bernardi, Giovanni",,,,guitar,,NE
3656,,"Bernardi, Giovanni",,,,guitar,,NE
3657,,"Cimarosa, Domenico",,,,guitar,,NE
3658,,"Cimarosa, Domenico",,,,guitar,,NE
3659,,"Bernardi, Giovanni",,,,guitar,,NE
3660,,,,,,guitar,,NE
3661,,"Müller, Ivan",,,,guitar,,NE
3662,,,,,,guitar,,NE
3663,1800,"Kraus, Joseph Albert Valentin",,,,guitar,,NE
3664,,,,,,guitar,,NE
3665,,"Bornhardt, Johann Heinrich Carl",,,,guitar,,NE
3666,,,,,,guitar,,NE
3667,,,,,,guitar,,NE
3668,,,,,,guitar,,NE
3669,1800,,,,,guitar,,NE
3670,,"Galdieri, Francesco",,,,guitar,,NE
3671,1800,,,,,guitar,,NE
3672,,,,,,guitar,,NE
3673,,"Seidel, Friedrich Ludwig",,,,guitar,,NE
3674,1800,"Carulli, Ferdinando",,,,guitar,,NE
3675,,"Carulli, Ferdinando",,,,guitar,,NE
3676,1800,"Carulli, Ferdinando",,,,guitar,,NE
3677,,,,,,guitar,,NE
3678,,,,,,guitar,,NE
3679,,,,,,guitar,,NE
3680,,,,,,guitar,,NE
3681,,,,,,guitar,,NE
3682,1800,,,,,guitar,,NE
3683,,,,,,guitar,,NE
3684,,,,,,guitar,,NE
3685,,,,,,guitar,,NE
3686,,"Dalayrac, Nicolas-Marie",,,,guitar,,NE
3687,,"Isouard, Nicolas",,,,guitar,,NE
3688,,"Dalayrac, Nicolas-Marie",,,,guitar,,NE
3689,,"Désargus?, Xavier",,,,guitar,,NE
3690,,"Grétry, André-Ernest-Modeste",,,,guitar,,NE
3691,,"Sacchini, Antonio",,,,guitar,,NE
3692,,,,,,guitar,,NE
3693,,"Plantade, Charles-Henri",,,,guitar,,NE
3694,,"Carulli, Ferdinando",,,,guitar,,NE
3695,,,,,,guitar,,NE
3696,,,,,,guitar,,NE
3697,,,,,,guitar,,NE
3698,,,,,,guitar,,NE
3699,1800,"Della Maria, Pierre-Antoine-Dominique",,,,guitar,,NE
3700,,"Lanza, Giuseppe",,,,guitar,,NE
3701,,,,,,guitar,,NE
3702,,,,,,guitar,,NE
3703,,,,,,guitar,,NE
3704,,"Ritter, Peter",,,,guitar,,NE
3705,1801,,Vienna,Austria,,guitar,,NE
3706,,,Frankfurt,Germany,,guitar,,NE
3707,,,Paris,France,,guitar,,NE
3708,1801,"Berton, Henri-Montan",Paris,France,,guitar,,NE
3709,1801,"Berton, Henri-Montan",Paris,France,,guitar,,NE
3710,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
3711,1801,"Boieldieu, Adrien",Paris and Lyon,France,,guitar,,NE
3712,1801,"Boieldieu, Adrien",Paris and Lyon,France,,guitar,,NE
3713,1801,"Boieldieu, Adrien",Paris,France,,guitar,,NE
3714,,"Boieldieu, Adrien",Paris,France,,guitar,,NE
3715,1801,"Doisy, François",Paris,France,,guitar,,NE
3716,1801,"Doisy, François",Paris,France,French tablature,guitar,"5, 6",NE
3717,1801,"Doisy, François",Paris,France,,guitar,"5, 6",NE
3718,1801,"Doisy, François",Paris,France,,guitar,,NE
3719,1801,"Garat, Pierre-Jean",Vienna,Austria,,guitar,,NE
3720,,"Kreutzer, Rodolphe",Paris and Lyon,France,,guitar,,NE
3721,,"Mayr, Johann Simon",Vienna,Austria,,guitar,,NE
3722,1801,"Méhul, Etienne Nicolas",Paris,France,,guitar,,NE
3723,,"Méhul, Etienne Nicolas",Paris,France,,guitar,,NE
3724,1801,"Mozart, Wolfgang Amadeus",Paris,France,,guitar,,NE
3725,1801,"Mozart, Wolfgang Amadeus",Vienna,Austria,,guitar,,NE
3726,1801,"Neuhauser, Leopold",Vienna,Austria,,guitar,,NE
3727,1801,"Philis, Jean Baptiste",Paris,France,,guitar,,NE
3728,,"Plantade, Charles-Henri",Paris,France,,guitar,,NE
3729,1801,,Leipzig,Germany,,guitar,,NE
3730,,"Salieri, Antonio",Vienna,Austria,,guitar,,NE
3731,,,London,England,,guitar,,NE
3732,1801,"Tost, Johann",Vienna,Austria,,guitar,,NE
3733,,,,,,guitar,,NE
3734,,"Viguerie, Bernard",Paris,France,,guitar,,NE
3735,,,,,,guitar,,NE
3736,1801,,,,,guitar,,NE
3737,1801,"Sandrini, Paolo",,,,guitar,,NE
3738,1801,"Liverati, Giovanni",,,,guitar,,NE
3739,1801,"Méhul, Etienne-Nicolas",,,,guitar,,NE
3740,1801,"Körnlein, Justus",,,,guitar,,NE
3741,,,,,,guitar,,NE
3742,,"Küffner?, Joseph",,,,guitar,,NE
3743,,,,,,guitar,,NE
3744,1801,"Seckendorff, Franz Karl Leopold von",,,,guitar,,NE
3745,1801,,,,,guitar,,NE
3746,,"Esch, Louis von",,,,guitar,,NE
3747,,"Esch, Louis von",,,,guitar,,NE
3748,,"Esch, Louis von",,,,guitar,,NE
3749,,"Seckendorff, Franz Karl Leopold von",,,,guitar,,NE
3750,,"Federici, Vincenzo",,,,guitar,,NE
3751,,"Luppi, Luigi",,,,guitar,,NE
3752,1801,"Orlandi, Ferdinando",,,,guitar,,NE
3753,,"Nichesola, Contessa E",,,,guitar,,NE
3754,,"Carulli, Ferdinando",,,,guitar,,NE
3755,,,,,,guitar,,NE
3756,,,,,,guitar,,NE
3757,,"Giuliozzi, Carlo",,,,guitar,,NE
3758,,"Lucchesi, Giulio Maria",,,,guitar,,NE
3759,,"Signorile, Nicola",,,,guitar,,NE
3760,,"Signorile, Nicola",,,,guitar,,NE
3761,,"Paër, Ferdinando",,,,guitar,,NE
3762,1802,,London,England,,guitar,,NE
3763,1802,,Vienna,Austria,,guitar,,NE
3764,,"Bečvařovský, Anton Franz",Bonn,Germany,,guitar,,NE
3765,,"Bianchi, Antonio",Hamburg,Germany,,guitar,,NE
3766,1802,"Bortolazzi, Bartolomeo",Vienna,Austria,,guitar,,NE
3767,1802,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3768,1802,,Vienna,Austria,,"lute, guitar",,NE
3769,1802,"Cherubini, Luigi",Vienna,Austria,,guitar,,NE
3770,1802,"Cherubini, Luigi",Vienna,Austria,,guitar,,NE
3771,1802,"Crescentini, Girolamo",Bonn,Germany,,guitar,,NE
3772,1802,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
3773,1802,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
3774,,"Dalayrac, Nicolas-Marie",Munich,Germany,,guitar,,NE
3775,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
3776,1802,"Ferrari, Giacomo Gotifredo",Vienna,Austria,,guitar,,NE
3777,1802,"Ferrari, Giacomo Gotifredo",Vienna,Austria,,guitar,,NE
3778,1802,"Gatayes, Guillaume-Pierre-Antoine",Paris,France,,guitar,,NE
3779,1802,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3780,1802,"Hoffmann, Heinrich Anton",Bonn,Germany,,guitar,,NE
3781,1802,"Hurka, Friedrich Franz",Bonn,Germany,,guitar,,NE
3782,,"Hurka, Friedrich Franz",Berlin,Germany,,guitar,,NE
3783,1802,"Kreusser, Johann",Mainz,Germany,,guitar,5,NE
3784,1802,"Lemoine, Antoine-Marcel",Paris,France,,guitar,5,NE
3785,1802,"Martín y Soler, Vicente",Bonn,Germany,,guitar,,NE
3786,,"Martín y Soler, Vicente",Vienna,Austria,,guitar,,NE
3787,,"Martín y Soler, Vicente",London,England,,guitar,,NE
3788,1802,"Mayr, Johann Simon",Braunschweig,Germany,,guitar,,NE
3789,,"Méhul, Etienne-Nicolas",Vienna,Austria,,guitar,,NE
3790,1802,"Methfessel, Friedrich",Bonn,Germany,,guitar,,NE
3791,1802,"Müller, Wenzel",Bonn,Germany,,"lute, guitar",,NE
3792,1802,"Paisiello, Giovanni",Braunschweig,Germany,,guitar,,NE
3793,1801,"Paisiello, Giovanni",Vienna,Austria,,guitar,,NE
3794,1802,"Pleyel, Ignace Joseph",Leipzig,Germany,,guitar,,NE
3795,1802,"Schlick, Johann Konrad",Leipzig,Germany,,guitar,,NE
3796,1802,"Sterkel, Johann Franz Xaver",Leipzig,Germany,,guitar,,NE
3797,1802,,Bonn,Germany,,guitar,,NE
3798,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
3799,1802,"Willimann, Eduard Anton",Vienna,Austria,,guitar,,NE
3800,,,Paris,France,,guitar,,NE
3801,1802,"Wolf, Anna",Vienna,Austria,,guitar,,NE
3802,1802,"Zumsteeg, Johann Rudolf",Vienna,Austria,,guitar,,NE
3803,1802,"Paër, Ferdinando",,,,guitar,,NE
3804,1802,"Fioravanti, Valentino",,,,guitar,,NE
3805,1802,"Mayr, Johann Simon",,,,guitar,,NE
3806,,"Call, Leonhard von",,,,"lute, guitar",,NE
3807,,"Berton, Henri-Montan",Hamburg,Germany,,guitar,,NE
3808,,"Berton, Henri-Montan",Berlin,Germany,,guitar,,NE
3809,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
3810,,"Berton, Henri-Montan",,,,guitar,,NE
3811,,"Bianchi, Antonio",Vienna,Austria,,guitar,,NE
3812,,"Borghese, Antonio D",Paris,France,,guitar,,NE
3813,1803,"Bortolazzi, Bartolomeo",Vienna,Austria,,guitar,,NE
3814,1803,"Bortolazzi, Bartolomeo",Vienna,Austria,,guitar,,NE
3815,1803,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3816,1803,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
3817,1803,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
3818,1803,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3819,,"Champein, Stanislas",,,,guitar,,NE
3820,1803,"Cimador, Giovanni Battista",Offenbach,Germany,,guitar,,NE
3821,1803,"Cimarosa, Domenico",Vienna,Austria,,guitar,,NE
3822,1803,"Cimarosa, Domenico",Vienna,Austria,,guitar,,NE
3823,1803,"Crescentini, Girolamo",Vienna,Austria,,guitar,,NE
3824,1803,"Crescentini, Girolamo",Vienna,Austria,,guitar,,NE
3825,1803,"Crescentini, Girolamo",Bonn,Germany,,guitar,,NE
3826,1803,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
3827,1803,"Doisy, François",Vienna,Austria,,guitar,,NE
3828,1803,"Doisy, François",Vienna,Austria,,guitar,,NE
3829,1803,"Doisy, François",Paris,France,,guitar,,NE
3830,1803,"Doisy, François",Vienna,Austria,,guitar,,NE
3831,,"Ferrari, Giacomo Gotifredo",Leipzig,Germany,,guitar,,NE
3832,1803,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3833,1803,"Himmel, Friedrich Heinrich",Bonn,Germany,,guitar,,NE
3834,1803,"Jusdorff, Johann Carl",Cassel,Germany,,"lute, guitar",,NE
3835,1803,"Kahn, Christian Carl",Leipzig,Germany,,guitar,,NE
3836,1803,"Mäurer, Bernhard Joseph",Bonn,Germany,,guitar,,NE
3837,,"Méhul, Etienne-Nicolas",Paris,France,,guitar,,NE
3838,,"Méhul, Etienne-Nicolas",Paris,France,,guitar,,NE
3839,1803,"Methfessel, Friedrich",Leipzig,Germany,,guitar,,NE
3840,1803,"Millico, Giuseppe",Vienna,Austria,,guitar,,NE
3841,1803,"Mozart, Wolfgang Amadeus",Vienna,Austria,,guitar,,NE
3842,1803,"Phillis, Jean- Baptiste",Paris,France,,guitar,,NE
3843,,"Pleyel, Ignace Joseph",Vienna,Austria,,guitar,,NE
3844,,"Porro, Pierre-Jean",Paris,France,,guitar,,NE
3845,1803,"Reichardt, Johann Friedrich",Leipzig,Germany,,guitar,,NE
3846,1803,"Rotondi d'Arailza, Giuseppe",Vienna,Austria,,guitar,,NE
3847,1803,"Rotondi d'Arailza, Giuseppe",Vienna,Austria,,guitar,,NE
3848,1803,"Rotondi d'Arailza, Giuseppe",Vienna,Austria,,guitar,,NE
3849,1803,,Bonn,Germany,,guitar,,NE
3850,1803,"Schulthesius, Johann Paul",Leipzig,Germany,,guitar,,NE
3851,1803,"Stengel, Georg",Vienna,Austria,,guitar,,NE
3852,1803,"Traeg, Andreas",Vienna,Austria,,guitar,,NE
3853,1803,,Leipzig,Germany,,guitar,,NE
3854,,"Winter, Peter von",Hannover,Germany,,guitar,,NE
3855,,"Winter, Peter von",Vienna,Austria,,guitar,,NE
3856,1803,"Zucconi, Francesco de",Vienna,Austria,,guitar,,NE
3857,1803,"Zucconi, Francesco de",Vienna,Austria,,guitar,,NE
3858,1803,"Zucconi, Francesco de",Vienna,Austria,,guitar,,NE
3859,1803,"Call, Leonhard von",,,,"lute, guitar",,NE
3860,1803,"Berton, Henri-Montan",,,,guitar,,NE
3861,1803,"Berton, Henri-Montan",,,,guitar,,NE
3862,1803,,,,,guitar,,NE
3863,1803,"Méhul, Etienne-Nicolas",,,,guitar,,NE
3864,1803,"Zink, Joseph Michael",,,,drugo,,NE
3865,1804,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
3866,,,Leipzig,Germany,,guitar,,NE
3867,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
3868,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
3869,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
3870,,"Berton, Henri-Montan",Hamburg,Germany,,guitar,,NE
3871,,"Berton, Henri-Montan",Hamburg,Germany,,guitar,,NE
3872,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
3873,1804,"Bortolazzi, Bartolomeo",Vienna,Austria,,guitar,,NE
3874,1804,"Bortolazzi, Bartolomeo",Vienna,Austria,,guitar,,NE
3875,1804,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3876,1804,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3877,1804,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3878,1804,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3879,1804,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3880,1804,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3881,1804,"Carulli, Ferdinando",Augsburg,Germany,,guitar,,NE
3882,1804,"Carulli, Ferdinando",Augsburg,Germany,,guitar,,NE
3883,1804,"Carulli, Ferdinando",Augsburg,Germany,,guitar,,NE
3884,1804,"Crescentini, Girolamo",Vienna,Austria,,guitar,,NE
3885,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
3886,1804,"Darondeau, Benoni",Paris,France,,guitar,,NE
3887,1804,,Braunschweig,Germany,,guitar,,NE
3888,1804,"Doisy, François",Offenbach,Germany,,guitar,,NE
3889,1804,"Ehlers, Wilhelm",Tübingen,Germany,,guitar,,NE
3890,,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3891,,"Himmel, Friedrich Heinrich",Mainz,Germany,,guitar,,NE
3892,,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
3893,,"Himmel, Friedrich Heinrich",Frankfurt,Germany,,guitar,,NE
3894,,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
3895,,"Himmel, Friedrich Heinrich",Mainz,Germany,,guitar,,NE
3896,,"Himmel, Friedrich Heinrich",Mainz,Germany,,guitar,,NE
3897,,"Himmel, Friedrich Heinrich",Braunschweig,Germany,,"lute, guitar",,NE
3898,1804,"Lauska, Franz Seraphin",Hamburg,Germany,,guitar,,NE
3899,,"Reichardt, Johann Friedrich",Leipzig,Germany,,guitar,,NE
3900,,"Reichardt, Johann Friedrich",Leipzig,Germany,,guitar,,NE
3901,1804,"Rolla, Alessandro",Vienna,Austria,,"lute, guitar",,NE
3902,1804,"Rotondi d'Arailza, Giuseppe",Vienna,Austria,,guitar,,NE
3903,1804,"Rotondi d'Arailza, Giuseppe",Vienna,Austria,,guitar,,NE
3904,1804,"Rotondi d'Arailza, Giuseppe",Vienna,Austria,,guitar,,NE
3905,1804,"Tandler, Franz",Vienna,Austria,,guitar,,NE
3906,1804,"Tandler, Franz",Vienna,Austria,,guitar,,NE
3907,1804,"Tandler, Franz",Vienna,Austria,,guitar,,NE
3908,1804,"Traeg, Andreas",Vienna,Austria,,guitar,,NE
3909,,"Vogler, Georg Joseph",Vienna,Austria,,guitar,,NE
3910,1804,"Wolf, Anna",Vienna,Austria,,guitar,,NE
3911,1804,"Wolf, Alois Joseph Anton Balthasar",Vienna,Austria,,guitar,,NE
3912,1804,"Wolf, Alois Joseph Anton Balthasar",Vienna,Austria,,guitar,,NE
3913,1804,"Woelfl, Joseph",Paris,France,,guitar,,NE
3914,1804,"Ritter, Peter",,,,guitar,,NE
3915,,"Orlandi, Ferdinando",,,,guitar,,NE
3916,1804,"Bianchi, Francesco",,,,guitar,,NE
3917,1804,"Rzewuski, Wacław",,,,guitar,,NE
3918,,"Gaveaux, Pierre",,,,guitar,,NE
3919,1804,,,,,guitar,,NE
3920,1804,"Ritter, Peter",,,,guitar,,NE
3921,1805,"Amon, Johannes",Bonn,Germany,,"lute, guitar",,NE
3922,1805,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
3923,1805,,Offenbach,Germany,,guitar,,NE
3924,1805,,Hamburg,Germany,,"lute, guitar",,NE
3925,1805,,Offenbach,Germany,,guitar,,NE
3926,1805,"Arnold, Johann",Mainz,Germany,,guitar,,NE
3927,1805,"Bevilacqua, Matteo",Vienna,Austria,,"lute, guitar",,NE
3928,1805,"Bevilacqua, Matteo",Vienna,Austria,,"lute, guitar",,NE
3929,1805,"Bevilacqua, Matteo",Vienna,Austria,,"lute, guitar",,NE
3930,1805,"Bevilacqua, Matteo",Vienna,Austria,,"lute, guitar",,NE
3931,1805,"Bevilacqua, Matteo",Vienna,Austria,,"lute, guitar",,NE
3932,1805,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
3933,1805,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
3934,1805,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
3935,1805,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
3936,1805,"Call, Leonhard von",Mainz,Germany,,"lute, guitar",,NE
3937,1805,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3938,1805,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3939,1805,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3940,1805,"Call, Leonhard von",Mainz,Germany,,"lute, guitar",,NE
3941,1805,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
3942,1805,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3943,1805,"Call, Leonhard von",Mainz,Germany,,"lute, guitar",,NE
3944,1805,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3945,1805,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3946,1805,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3947,1805,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3948,,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
3949,,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
3950,,"Chapelle, Pierre-David-Augustin",Paris,France,,guitar,,NE
3951,,"Chapelle, Pierre-David-Augustin",Paris,France,,guitar,,NE
3952,,"Cimarosa, Domenico",Paris,France,,guitar,,NE
3953,1805,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
3954,1805,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
3955,,"Dalayrac, Nicolas-Marie",Vienna,Austria,,guitar,,NE
3956,,"Dalayrac, Nicolas-Marie",Vienna,Austria,,guitar,,NE
3957,,"Dalayrac, Nicolas-Marie",Hamburg,Germany,,guitar,,NE
3958,,"Dalayrac, Nicolas-Marie",Berlin,Germany,,guitar,,NE
3959,1805,"Domnich, Heinrich",Paris,France,,guitar,,NE
3960,1805,"Fiocchi, Vincenzo",Paris,France,,guitar,,NE
3961,1805,"Fiocchi, Vincenzo",Paris,France,,guitar,,NE
3962,1805,"Garat, Pierre-Jean",Leipzig,Germany,,guitar,,NE
3963,1805,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3964,1805,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3965,1805,,Vienna,Austria,,guitar,,NE
3966,1805,"Grétry, André-Ernest-Modeste",Paris,France,,guitar,,NE
3967,1805,"Himmel, Friedrich Heinrich",Oranienburg,Germany,,guitar,,NE
3968,1805,"Jusdorff, Johann Carl",Offenbach,Germany,,"lute, guitar",,NE
3969,1805,"Köhler, Gottfried Heinrich",Bonn,Germany,,guitar,,NE
3970,1805,"Lehman, Johann Traugott",Oranienburg,Germany,,guitar,,NE
3971,1805,"Lehman, Johann Traugott",Oranienburg,Germany,,guitar,,NE
3972,1805,"Matiegka, Wenzel Thomas",Vienna,Austria,,guitar,,NE
3973,1805,"Mayr, Johann Simon",London,England,,"lute, guitar",,NE
3974,1805,"Methfessel, Friedrich",,,,guitar,,NE
3975,1805,"Methfessel, Friedrich",Bonn,Germany,,guitar,,NE
3976,1805,"Molitor, Simon",Vienna,Austria,,guitar,,NE
3977,1805,"Mozart, Wolfgang Amadeus",Vienna,Austria,,guitar,,NE
3978,1805,"Mozart, Wolfgang Amadeus",London,England,,guitar,,NE
3979,1805,"Mozart, Wolfgang Amadeus",Leipzig,Germany,,guitar,,NE
3980,1805,"Mozart, Wolfgang Amadeus",Bonn,Germany,,guitar,,NE
3981,,"Paisiello, Giovanni",Paris,France,,guitar,,NE
3982,1805,"Reichardt, Johann Friedrich",,,,guitar,,NE
3983,1805,"Rotondi d'Arailza, Giuseppe",Vienna,Austria,,guitar,,NE
3984,1805,"Rotondi d'Arailza, Giuseppe",Vienna,Austria,,"lute, guitar",,NE
3985,,"Sanderson, James",New York,USA,,guitar,,NE
3986,1805,"Schläger, Christian Dietrich",Braunschweig,Germany,,guitar,,NE
3987,1805,"Tuch, Heinrich Agatius Gottlob",,,,guitar,,NE
3988,1805,"Willimann, Eduard Anton",Braunschweig,Germany,,guitar,,NE
3989,1805,"Wolf, Alois Joseph Anton Balthasar",Vienna,Austria,,guitar,,NE
3990,1805,"Wolf, Alois Joseph Anton Balthasar",Vienna,Austria,,guitar,,NE
3991,1805,"Call, Leonhard von",,,,guitar,,NE
3992,1805,"Call, Leonhard von",,,,"lute, guitar",,NE
3993,1805,"Call, Leonhard von",,,,"lute, guitar",,NE
3994,,"Bornhardt, Johann Heinrich Carl",,,,guitar,,NE
3995,,"Bornhardt, Johann Heinrich Carl",,,,guitar,,NE
3996,1805,"Hurka, Friedrich Franz",,,French tablature,drugo,,NE
3997,,"Kretzschmer, Andreas",,,,guitar,,NE
3998,,"Righini, Vincenzo",,,,guitar,,NE
3999,,"Call, Leonhard von",,,,guitar,,NE
4000,,,,,French tablature,drugo,,NE
4001,,"Müller, Wenzel",,,French tablature,drugo,,NE
4002,,"Amon, Johannes",,,,guitar,,NE
4003,1805,"Zumsteeg, Johann Rudolf",,,,guitar,,NE
4004,,"Giuliani, Mauro",,,,guitar,,NE
4005,,"Giuliani, Mauro",,,,guitar,,NE
4006,,"Dalayrac, Nicolas-Marie",,,,guitar,,NE
4007,,"Wollank, Friedrich",,,,guitar,,NE
